Document,Description,Type,Organization,Class,Revision Number,Revision Date,File Path,File Type,Out of Service,Original Filename,Uploaded
16034,"SCRAPER, 3""x8"" HANDLE",Uploaded document,BCRTC,PP,,,18576_202210192106.JPG,,NO,18576_202210192106.JPG,10/19/2022 21:06
16035,"INDUCTOR, LOGIC INTERFACE BOARD",Uploaded document,BCRTC,PP,,,18577_202210192106.JPG,,NO,18577_202210192106.JPG,10/19/2022 21:06
16036,"FUSE, 400A 600V MCCE FDR",Uploaded document,BCRTC,PP,,,18581_202210192106.JPG,,NO,18581_202210192106.JPG,10/19/2022 21:06
16037,"&RELAY, REVERSE I PH4/5",Uploaded document,BCRTC,PP,,,18582_202210192106.JPG,,NO,18582_202210192106.JPG,10/19/2022 21:06
16038,"CONNECTOR, 4 PIN LIM FAN 3 PH.",Uploaded document,BCRTC,PP,,,18584_202210192106.JPG,,NO,18584_202210192106.JPG,10/19/2022 21:06
16039,"ARM, ANTI ROTATION MKI MKII 100/1400 SERIES",Uploaded document,BCRTC,PP,,,18585_202210192106.JPG,,NO,18585_202210192106.JPG,10/19/2022 21:06
1604,Sales Quote SQ09654_202206151527.pdf,Uploaded document,BCRTC,,,,Sales Quote SQ09654_202206151527.pdf,,NO,Sales Quote SQ09654_202206151527.pdf,6/15/2022 15:27
16040,"RIVET, SS A2 KDS 2x5",Uploaded document,BCRTC,PP,,,18586_202210192106.JPG,,NO,18586_202210192106.JPG,10/19/2022 21:06
16041,"DIALER, AUTO",Uploaded document,BCRTC,PP,,,18587_202210192106.JPG,,NO,18587_202210192106.JPG,10/19/2022 21:06
16042,"MODULE, PKM12",Uploaded document,BCRTC,PP,,,18588_202210192106.JPG,,NO,18588_202210192106.JPG,10/19/2022 21:06
16043,"O-RING, VALVE ASSY (VITTON), MOR-8X2 V75",Uploaded document,BCRTC,PP,,,18589_202210192106.JPG,,NO,18589_202210192106.JPG,10/19/2022 21:06
16044,"BLOCK, KRONE",Uploaded document,BCRTC,PP,,,18590_202210192106.JPG,,NO,18590_202210192106.JPG,10/19/2022 21:06
16045,"CHAIN, 24 PITCH 40.000#",Uploaded document,BCRTC,PP,,,18591_202210192106.JPG,,NO,18591_202210192106.JPG,10/19/2022 21:06
16046,"CHAIN, 4 PITCH 40.000#",Uploaded document,BCRTC,PP,,,18592_202210192106.JPG,,NO,18592_202210192106.JPG,10/19/2022 21:06
16047,"LAMP, 100W MH PROTECTED COATED MED",Uploaded document,BCRTC,PP,,,18593_202210192106.jpg,,NO,18593_202210192106.jpg,10/19/2022 21:06
16048,"#DISCONNECT, MOTORIZED",Uploaded document,BCRTC,PP,,,18594_202210192106.JPG,,NO,18594_202210192106.JPG,10/19/2022 21:06
16049,"SIGN, ELEVATOR SR ACCESS",Uploaded document,BCRTC,PP,,,18596_202210192106.JPG,,NO,18596_202210192106.JPG,10/19/2022 21:06
1605,658PO-20220614-KWF-Invoice-RK82895-PM_202206151621.pdf,Uploaded document,BCRTC,,,,658PO-20220614-KWF-Invoice-RK82895-PM_202206151621.pdf,,NO,658PO-20220614-KWF-Invoice-RK82895-PM_202206151621.pdf,6/15/2022 16:22
16050,"BAFFLE, GIES",Uploaded document,BCRTC,PP,,,18598_202210192106.JPG,,NO,18598_202210192106.JPG,10/19/2022 21:06
16051,"SPEAKER, REMOTE EXT. BIRDX",Uploaded document,BCRTC,PP,,,18601_202210192106.JPG,,NO,18601_202210192106.JPG,10/19/2022 21:06
16052,"#AMPLIFIER, LINE SUBRACK",Uploaded document,BCRTC,PP,,,18602_202210192106.JPG,,NO,18602_202210192106.JPG,10/19/2022 21:06
16053,"CABLE, OTN 48V 12LVOI-T",Uploaded document,BCRTC,PP,,,18603_202210192106.JPG,,NO,18603_202210192106.JPG,10/19/2022 21:06
16054,"SUPPRESSOR, SURGE FLAME SENSOR",Uploaded document,BCRTC,PP,,,18604_202210192106.JPG,,NO,18604_202210192106.JPG,10/19/2022 21:06
16055,"SPLICE, SLEEVE HEAT SHRINK FOS",Uploaded document,BCRTC,PP,,,18605_202210192106.JPG,,NO,18605_202210192106.JPG,10/19/2022 21:06
16056,"PANEL, DIST. WALL MNT FOCS AMPHENOL",Uploaded document,BCRTC,PP,,,18606_202210192106.JPG,,NO,18606_202210192106.JPG,10/19/2022 21:06
16057,"CONNECTOR, 4 PIN MK2 LIM COOLING FAN THERMAL SWIT",Uploaded document,BCRTC,PP,,,18608_202210192106.JPG,,NO,18608_202210192106.JPG,10/19/2022 21:06
16058,"JACKFIELD, OTN",Uploaded document,BCRTC,PP,,,18610_202210192106.JPG,,NO,18610_202210192106.JPG,10/19/2022 21:06
16059,"SCREW, , , GRADE 5, ZINC, , HEX HEAD, 1/4"" X 3/4"", UNF, , , , ,",Uploaded document,BCRTC,PP,,,18611_202210192106.JPG,,NO,18611_202210192106.JPG,10/19/2022 21:06
1606,ML TRUCK INV 14501118 PO 45000141 $2598.40_202206151644.msg,Uploaded document,BCRTC,,,,ML TRUCK INV 14501118 PO 45000141 $2598.40_202206151644.msg,,NO,ML TRUCK INV 14501118 PO 45000141 $2598.40_202206151644.msg,6/15/2022 16:44
16060,"PANEL, JACKFIELD ADC VIDEO",Uploaded document,BCRTC,PP,,,18613_202210192106.JPG,,NO,18613_202210192106.JPG,10/19/2022 21:06
16061,"BOARD, GAITRONIC PHONE",Uploaded document,BCRTC,PP,,,18614_202210192106.JPG,,NO,18614_202210192106.JPG,10/19/2022 21:06
16062,"MODULE, PKM48",Uploaded document,BCRTC,PP,,,18615_202210192106.JPG,,NO,18615_202210192106.JPG,10/19/2022 21:06
16063,"RAIL, POWER PH3 9M (4500A)",Uploaded document,BCRTC,PP,,,18617_202210192106.JPG,,NO,18617_202210192106.JPG,10/19/2022 21:06
16064,"WASHER, PLAIN WASHER , 200 HV, STEEL, ZINC PLATED, , , M16, , 17MM I.D., 30MM O.",Uploaded document,BCRTC,PP,,,18618_202210192106.JPG,,NO,18618_202210192106.JPG,10/19/2022 21:06
16065,"SCREW, CAP SCREW, , ALLOY STEEL, ECOGUARD[REG], HEX SOCKET, , M12 - 1.75 X 25MM,",Uploaded document,BCRTC,PP,,,18619_202210192106.JPG,,NO,18619_202210192106.JPG,10/19/2022 21:06
16066,"BOLT, , , STEEL 8.8, ZINC PLATED, , , M20 - 2.5 X 80MM, UNC, , 30MM O.D., , DIN",Uploaded document,BCRTC,PP,,,18620_202210192106.JPG,,NO,18620_202210192106.JPG,10/19/2022 21:07
16067,"WASHER, SPRING LOCK WASHER, WITH SQUARE ENDS, STAINLESS SPRING STEEL A2, , , , M",Uploaded document,BCRTC,PP,,,18621_202210192106.JPG,,NO,18621_202210192106.JPG,10/19/2022 21:07
16068,"SCREW, CAP SCREW, , ALLOY STEEL 10.9, YELLOW ZINC, , HEX HEAD, M8 - 1.25 X 40MM,",Uploaded document,BCRTC,PP,,,18622_202210192106.JPG,,NO,18622_202210192106.JPG,10/19/2022 21:07
16069,"SCREW, SHOULDER SCREW, TOLERANCE F9, STAINLESS STEEL A2, , HEX 10MM SOCKET, , M1",Uploaded document,BCRTC,PP,,,18623_202210192106.JPG,,NO,18623_202210192106.JPG,10/19/2022 21:07
1607,ML TRUCK INV 14501118 PO 45000141 $2598.40_202206151647.msg,Uploaded document,BCRTC,,,,ML TRUCK INV 14501118 PO 45000141 $2598.40_202206151647.msg,,NO,ML TRUCK INV 14501118 PO 45000141 $2598.40_202206151647.msg,6/15/2022 16:47
16070,"NUT, LOCK NUT WITH NON-METALLIC INSERT, , STAINLESS SPRING STEEL A2, , HEX, , M1",Uploaded document,BCRTC,PP,,,18624_202210192106.JPG,,NO,18624_202210192106.JPG,10/19/2022 21:07
16071,"WASHER, PLAIN WASHER, , , , , , M10, , , , , ,",Uploaded document,BCRTC,PP,,,18626_202210192106.JPG,,NO,18626_202210192106.JPG,10/19/2022 21:07
16072,"WASHER, PLAIN WASHER, , STAINLESS STEEL A2, , , , M3, , 3.2MM I.D., 7MM O.D., .5",Uploaded document,BCRTC,PP,,,18627_202210192106.JPG,,NO,18627_202210192106.JPG,10/19/2022 21:07
16073,"NUT, , , STEEL 10, ZINC PLATED (A2K) BLUE PASSIVATED, HEX, , M8 - 1.25 X 6.5MM,",Uploaded document,BCRTC,PP,,,18628_202210192106.JPG,,NO,18628_202210192106.JPG,10/19/2022 21:07
16074,"NUT, , , STEEL 10, ZINC PLATED (A2K) BLUE PASSIVATED, HEX, , M6 - 1 X 5MM, UNC,",Uploaded document,BCRTC,PP,,,18629_202210192106.JPG,,NO,18629_202210192106.JPG,10/19/2022 21:07
16075,"WASHER, SPRING LOCK WASHER, WITH SQUARE ENDS, SPRING STEEL, ZINC PLATED YELLOW P",Uploaded document,BCRTC,PP,,,18630_202210192106.JPG,,NO,18630_202210192106.JPG,10/19/2022 21:07
16076,11-02 STAND PAD AND JACKING PADS INSTALLATION MK I- 1,Uploaded document,BCRTC,,000,10/19/2022,11-02 STAND PAD AND JACKING PADS INSTALLATION MK I- 1_20221228115435.pdf,,NO,11-02 STAND PAD AND JACKING PADS INSTALLATION MK I- 1_20221228115435.pdf,12/28/2022 0:00
16077,11-02 STAND PAD AND JACKING PADS INSTALLATION MK I- 2,Uploaded document,BCRTC,,000,10/19/2022,11-02 STAND PAD AND JACKING PADS INSTALLATION MK I- 2_20221228115656.pdf,,NO,11-02 STAND PAD AND JACKING PADS INSTALLATION MK I- 2_20221228115656.pdf,12/28/2022 0:00
16078,11-05 ANTICLIMBER-DRAFTSTILL- 1,Uploaded document,BCRTC,,000,10/19/2022,11-05 ANTICLIMBER-DRAFTSTILL- 1_20231129816.pdf,,NO,11-05 ANTICLIMBER-DRAFTSTILL- 1_20231129816.pdf,1/12/2023 0:00
16079,11-07 BODY BOLSTER-DRAG POST ASSEMBLY MK I- 1,Uploaded document,BCRTC,,000,10/19/2022,11-07 BODY BOLSTER-DRAG POST ASSEMBLY MK I- 1_20221228133113.pdf,,NO,11-07 BODY BOLSTER-DRAG POST ASSEMBLY MK I- 1_20221228133113.pdf,12/28/2022 0:00
1608,USER20220423103526754,Uploaded document,BCRTC,,,,USER20220423103526754.jpg,,NO,USER20220423103526754.jpg,6/15/2022 17:12
16080,"WASHER, SPRING LOCK WASHER, WITH SQUARE ENDS, STAINLESS SPRING STEEL A2, , , , M",Uploaded document,BCRTC,PP,,,18631_202210192118.JPG,,NO,18631_202210192118.JPG,10/19/2022 21:18
16081,"BOLT, , , STAINLESS STEEL A4, , , HEX HEAD, M8 - 1.25 X 70MM, UNC, , 13MM O.D.,",Uploaded document,BCRTC,PP,,,18632_202210192118.JPG,,NO,18632_202210192118.JPG,10/19/2022 21:18
16082,"WASHER, LOCK WASHER, WITH SQUARE ENDS, STAINLESS SPRING STEEL A2, , , , M3, , 3.",Uploaded document,BCRTC,PP,,,18633_202210192118.JPG,,NO,18633_202210192118.JPG,10/19/2022 21:18
16083,"WASHER, SNAP RING/LOCK WASHER, , STEEL, ZINC PLATED (A2K) BLUE PASSIVATED, , , M",Uploaded document,BCRTC,PP,,,18634_202210192118.JPG,,NO,18634_202210192118.JPG,10/19/2022 21:18
16084,"BOLT, , GANGWAY, STAINLESS STEEL A4-70, , , HEX HEAD, M6 - 1 X 30MM, UNC, , 22MM",Uploaded document,BCRTC,PP,,,18635_202210192118.JPG,,NO,18635_202210192118.JPG,10/19/2022 21:18
16085,"SCREW, CAP SCREW, , ALLOY STEEL 10.9, YELLOW ZINC, , HEX HEAD, M8 - 1.25 X 20MM,",Uploaded document,BCRTC,PP,,,18636_202210192118.JPG,,NO,18636_202210192118.JPG,10/19/2022 21:18
16086,"SCREW, CAP SCREW, , ALLOY STEEL 10.9, ZINC PLATED, , HEX HEAD, M12 - 1.5 X 160MM",Uploaded document,BCRTC,PP,,,18637_202210192118.JPG,,NO,18637_202210192118.JPG,10/19/2022 21:18
16087,"SCREW, , , ALLOY STEEL 10.9, , HEX SOCKET, , M8 - 1.25 X 40MM, UNC, , , , , ISO",Uploaded document,BCRTC,PP,,,18638_202210192118.JPG,,NO,18638_202210192118.JPG,10/19/2022 21:18
16088,"SCREW, CAP SCREW, , ALLOY STEEL 10.9, BLACK OXIDE, HEX SOCKET, , M8 - 1.25 X 30M",Uploaded document,BCRTC,PP,,,18639_202210192118.JPG,,NO,18639_202210192118.JPG,10/19/2022 21:18
16089,"&COVER, HOSTLER PANEL",Uploaded document,BCRTC,PP,,,18640_202210192118.JPG,,NO,18640_202210192118.JPG,10/19/2022 21:18
1609,USER20220423103526754,Uploaded document,BCRTC,,,,USER20220423103526754.jpg,,NO,USER20220423103526754.jpg,6/15/2022 17:47
16090,"*BOARD, TEMP. CONTROL ASSY",Uploaded document,BCRTC,PP,,,18641_202210192118.JPG,,NO,18641_202210192118.JPG,10/19/2022 21:18
16091,"PROBE, WASH RACK PH",Uploaded document,BCRTC,PP,,,18642_202210192118.JPG,,NO,18642_202210192118.JPG,10/19/2022 21:18
16092,"DECAL, TVU TOP",Uploaded document,BCRTC,PP,,,18643_202210192118.JPG,,NO,18643_202210192118.JPG,10/19/2022 21:18
16093,"DECAL, TVU BOTTOM",Uploaded document,BCRTC,PP,,,18644_202210192118.JPG,,NO,18644_202210192118.JPG,10/19/2022 21:18
16094,"SCREW, , , STAINLESS STEEL A2-70, , , HEX HEAD, M10 - 1.5 X 75MM, UNC, , , , DIN",Uploaded document,BCRTC,PP,,,18645_202210192118.JPG,,NO,18645_202210192118.JPG,10/19/2022 21:18
16095,"WASHER, SPRING LOCK WASHER, WITH SQUARE ENDS, STAINLESS SPRING STEEL A2, , , , M",Uploaded document,BCRTC,PP,,,18646_202210192118.JPG,,NO,18646_202210192118.JPG,10/19/2022 21:18
16096,"GROMMET, EPDM 19.5mm ID",Uploaded document,BCRTC,PP,,,18648_202210192118.JPG,,NO,18648_202210192118.JPG,10/19/2022 21:18
16097,"WASHER, FLAT WASHER, HARDENED, , , , , , , 5/8"" I.D., 1.312"" O.D., , ,",Uploaded document,BCRTC,PP,,,18650_202210192118.JPG,,NO,18650_202210192118.JPG,10/19/2022 21:18
16098,"CAP, 0.1MF/35V TANTALUM",Uploaded document,BCRTC,PP,,,18651_202210192118.JPG,,NO,18651_202210192118.JPG,10/19/2022 21:18
16099,"CAP, 150UF/50V 105*C",Uploaded document,BCRTC,PP,,,18652_202210192118.JPG,,NO,18652_202210192118.JPG,10/19/2022 21:18
161,Chev Trades Van 612EL (Owner's Manual),Uploaded document,BCRTC,,,,https://scbcta.sharepoint.com/sites/Team-BCRTC_NRV/NRV Documents/2015-City-Express-Owners-Manual.pdf,,NO,https://scbcta.sharepoint.com/sites/Team-BCRTC_NRV/NRV Documents/2015-City-Express-Owners-Manual.pdf,2/22/2022 20:31
1610,USER20220423103526754,Uploaded document,BCRTC,,,,USER20220423103526754.jpg,,NO,USER20220423103526754.jpg,6/15/2022 17:57
16100,"CAP, 330UF/16V 105*C",Uploaded document,BCRTC,PP,,,18653_202210192118.JPG,,NO,18653_202210192118.JPG,10/19/2022 21:18
16101,"CONCRETE, HD-50",Uploaded document,BCRTC,PP,,,18654_202210192118.JPG,,NO,18654_202210192118.JPG,10/19/2022 21:18
16102,"ADAPTOR, JACKFIELD ADC BNC-THRUBARREL",Uploaded document,BCRTC,PP,,,18656_202210192118.JPG,,NO,18656_202210192118.JPG,10/19/2022 21:18
16103,"TUBING, CONVALEX SPLIT WALL 1/4""",Uploaded document,BCRTC,PP,,,18657_202210192118.JPG,,NO,18657_202210192118.JPG,10/19/2022 21:18
16104,"ADAPTOR, JACKFIELD ADC BNC-THRU-BARREL",Uploaded document,BCRTC,PP,,,18658_202210192118.JPG,,NO,18658_202210192118.JPG,10/19/2022 21:18
16105,"BRACKET, GROUND BRUSH",Uploaded document,BCRTC,PP,,,18660_202210192118.JPG,,NO,18660_202210192118.JPG,10/19/2022 21:18
16106,"ADHESIVE, LOCTITE #638-50ML",Uploaded document,BCRTC,PP,,,18661_202210192118.JPG,,NO,18661_202210192118.JPG,10/19/2022 21:18
16107,"SUPPRESSOR, SURGE FLAME DETECTOR",Uploaded document,BCRTC,PP,,,18662_202210192118.JPG,,NO,18662_202210192118.JPG,10/19/2022 21:18
16108,"BRACKET, CAMERA HSG.PH4/5 ANGULAR",Uploaded document,BCRTC,PP,,,18663_202210192118.JPG,,NO,18663_202210192118.JPG,10/19/2022 21:18
16109,"BOARD, NETWORK TERMINATION",Uploaded document,BCRTC,PP,,,18664_202210192118.JPG,,NO,18664_202210192118.JPG,10/19/2022 21:18
1611,REQ 10488 ___ Quotation 65843 from McMaster-Carr_202206151839.pdf,Uploaded document,BCRTC,,,,REQ 10488 ___ Quotation 65843 from McMaster-Carr_202206151839.pdf,,NO,REQ 10488 ___ Quotation 65843 from McMaster-Carr_202206151839.pdf,6/15/2022 18:39
16110,"RELAY, SOLID STATE",Uploaded document,BCRTC,PP,,,18665_202210192118.JPG,,NO,18665_202210192118.JPG,10/19/2022 21:18
16111,"RELAY, 5 VOLT",Uploaded document,BCRTC,PP,,,18667_202210192118.JPG,,NO,18667_202210192118.JPG,10/19/2022 21:18
16112,"&CONVERTER, LAN MEDIA",Uploaded document,BCRTC,PP,,,18683_202210192118.JPG,,NO,18683_202210192118.JPG,10/19/2022 21:18
16113,"FUSE, 44/100 FLUKE METER",Uploaded document,BCRTC,PP,,,18684_202210192118.JPG,,NO,18684_202210192118.JPG,10/19/2022 21:18
16114,"FUSE, 11 AMP FULE METER",Uploaded document,BCRTC,PP,,,18685_202210192118.JPG,,NO,18685_202210192118.JPG,10/19/2022 21:18
16115,"RECEPTACLE, REAR MTG. # 16S",Uploaded document,BCRTC,PP,,,18690_202210192118.JPG,,NO,18690_202210192118.JPG,10/19/2022 21:18
16116,"GASKET, NEOPRENE REAR MTG 16S",Uploaded document,BCRTC,PP,,,18691_202210192118.JPG,,NO,18691_202210192118.JPG,10/19/2022 21:18
16117,"RECEPTACLE, REAR MTG. #18",Uploaded document,BCRTC,PP,,,18693_202210192118.JPG,,NO,18693_202210192118.JPG,10/19/2022 21:18
16118,"RECEPTACLE, REAR MTG. #22",Uploaded document,BCRTC,PP,,,18694_202210192118.JPG,,NO,18694_202210192118.JPG,10/19/2022 21:18
16119,"GASKET, SEAL",Uploaded document,BCRTC,PP,,,18695_202210192118.JPG,,NO,18695_202210192118.JPG,10/19/2022 21:18
1612,REQ 10488 ___ Quotation 65843 from McMaster-Carr_202206151844.pdf,Uploaded document,BCRTC,,,,REQ 10488 ___ Quotation 65843 from McMaster-Carr_202206151844.pdf,,NO,REQ 10488 ___ Quotation 65843 from McMaster-Carr_202206151844.pdf,6/15/2022 18:44
16120,"GASKET, SEAL 1-1/4",Uploaded document,BCRTC,PP,,,18696_202210192118.JPG,,NO,18696_202210192118.JPG,10/19/2022 21:18
16121,"PIN, CONTACT",Uploaded document,BCRTC,PP,,,18697_202210192118.JPG,,NO,18697_202210192118.JPG,10/19/2022 21:18
16122,"O-RING, M12 OD x 9 ID x 2.5 T",Uploaded document,BCRTC,PP,,,18698_202210192118.JPG,,NO,18698_202210192118.JPG,10/19/2022 21:18
16123,"CLAMP, LOOP 5/8"" TUBE OD",Uploaded document,BCRTC,PP,,,18699_202210192118.JPG,,NO,18699_202210192118.JPG,10/19/2022 21:18
16124,"SUPPORT, PMA NW 48 NOM DIA",Uploaded document,BCRTC,PP,,,18700_202210192118.JPG,,NO,18700_202210192118.JPG,10/19/2022 21:18
16125,"CLAMP, P 7/16""",Uploaded document,BCRTC,PP,,,18701_202210192118.JPG,,NO,18701_202210192118.JPG,10/19/2022 21:18
16126,"CLAMP, TWO HOLE S36mm x 5mm THK",Uploaded document,BCRTC,PP,,,18702_202210192118.JPG,,NO,18702_202210192118.JPG,10/19/2022 21:18
16127,"CHAIN, 84.99 mm LONG",Uploaded document,BCRTC,PP,,,18703_202210192118.JPG,,NO,18703_202210192118.JPG,10/19/2022 21:18
16128,"CHAIN, 131.47 mm LONG",Uploaded document,BCRTC,PP,,,18705_202210192118.JPG,,NO,18705_202210192118.JPG,10/19/2022 21:18
16129,"CLAMP, DOUBLE LOOP 1/2""",Uploaded document,BCRTC,PP,,,18708_202210192118.JPG,,NO,18708_202210192118.JPG,10/19/2022 21:18
1613,USER20220423103526754,Uploaded document,BCRTC,,,,USER20220423103526754.jpg,,NO,USER20220423103526754.jpg,6/15/2022 19:27
16130,"11-08 INSULATION,  UNDERFRAME- 1",Uploaded document,BCRTC,,000,10/19/2022,"11-08 INSULATION,  UNDERFRAME- 1_20221228133144.pdf",,NO,"11-08 INSULATION,  UNDERFRAME- 1_20221228133144.pdf",12/28/2022 0:00
16131,"11-08A INSULATION, UNDERFRAME, TYP 500-600- 1",Uploaded document,BCRTC,,000,10/19/2022,"11-08A INSULATION, UNDERFRAME, TYP 500-600- 1_2022122813355.pdf",,NO,"11-08A INSULATION, UNDERFRAME, TYP 500-600- 1_2022122813355.pdf",12/28/2022 0:00
16132,"WASHER, PLAIN WASHER, FOR CHEESE HEAD SCREWS 140 HV, STEEL, ZINC PLATED, , , M12",Uploaded document,BCRTC,PP,,,18709_202210192120.JPG,,NO,18709_202210192120.JPG,10/19/2022 21:20
16133,"WASHER, FLAT WASHER, GENERAL PURPOSE TYPE A, STEEL, LOW CARBON ZINC, , , M20, ,",Uploaded document,BCRTC,PP,,,18710_202210192120.JPG,,NO,18710_202210192120.JPG,10/19/2022 21:20
16134,"WASHER, FLAT WASHER, , STEEL, YELLOW ZINC, , , M18, , , , , ,",Uploaded document,BCRTC,PP,,,18711_202210192120.JPG,,NO,18711_202210192120.JPG,10/19/2022 21:20
16135,"ELEMENT, BASIC R/H",Uploaded document,BCRTC,PP,,,18712_202210192120.JPG,,NO,18712_202210192120.JPG,10/19/2022 21:20
16136,"ELEMENT, BASIC L/H",Uploaded document,BCRTC,PP,,,18713_202210192120.JPG,,NO,18713_202210192120.JPG,10/19/2022 21:20
16137,"NUT, LOCK NUT WITH NON-METALLIC INSERT, , STEEL 5, ZINC PLATED YELLOW PASSIVATED",Uploaded document,BCRTC,PP,,,18715_202210192120.JPG,,NO,18715_202210192120.JPG,10/19/2022 21:21
16138,"SCREW, CAP SCREW, PARTIALLY THREADED, ALLOY STEEL 10.9, YELLOW ZINC, , HEX HEAD,",Uploaded document,BCRTC,PP,,,18716_202210192120.JPG,,NO,18716_202210192120.JPG,10/19/2022 21:21
16139,"SCREW, , CROSS RECESSED, STAINLESS STEEL A4, , POZIDRIV, COUNTERSUNK 101°, M4 -",Uploaded document,BCRTC,PP,,,18717_202210192120.JPG,,NO,18717_202210192120.JPG,10/19/2022 21:21
1614,USER20220423103526754,Uploaded document,BCRTC,,,,USER20220423103526754.jpg,,NO,USER20220423103526754.jpg,6/15/2022 19:49
16140,SPACER,Uploaded document,BCRTC,PP,,,18718_202210192120.JPG,,NO,18718_202210192120.JPG,10/19/2022 21:21
16141,SHAFT,Uploaded document,BCRTC,PP,,,18719_202210192120.JPG,,NO,18719_202210192120.JPG,10/19/2022 21:21
16142,"BELLOW, CALIPER MK2",Uploaded document,BCRTC,PP,,,18720_202210192120.JPG,,NO,18720_202210192120.JPG,10/19/2022 21:21
16143,"RING, SNAP CALIPER BEELOWS MK2",Uploaded document,BCRTC,PP,,,18721_202210192120.JPG,,NO,18721_202210192120.JPG,10/19/2022 21:21
16144,"COVERING, RUBBER FLOOR MK2",Uploaded document,BCRTC,PP,,,18722_202210192120.JPG,,NO,18722_202210192120.JPG,10/19/2022 21:21
16145,"O-RING, FORCE CARTRIDGE MK2 132mm",Uploaded document,BCRTC,PP,,,18723_202210192120.JPG,,NO,18723_202210192120.JPG,10/19/2022 21:21
16146,"O-RING, FORCE CARTRIDGE MK2 114mm",Uploaded document,BCRTC,PP,,,18724_202210192120.JPG,,NO,18724_202210192120.JPG,10/19/2022 21:21
16147,"O-RING, FORCE CARTRIDGE MK2 98mm",Uploaded document,BCRTC,PP,,,18725_202210192120.JPG,,NO,18725_202210192120.JPG,10/19/2022 21:21
16148,"HOUSING, BARE END BEARING",Uploaded document,BCRTC,PP,,,18726_202210192120.JPG,,NO,18726_202210192120.JPG,10/19/2022 21:21
16149,"CLEAT, CABLE",Uploaded document,BCRTC,PP,,,18728_202210192120.JPG,,NO,18728_202210192120.JPG,10/19/2022 21:21
1615,Kone Ticket # 15021799_202206151958.pdf,Uploaded document,BCRTC,,,,Kone Ticket # 15021799_202206151958.pdf,,NO,Kone Ticket # 15021799_202206151958.pdf,6/15/2022 19:58
16150,"LINK, VERTICAL",Uploaded document,BCRTC,PP,,,18729_202210192120.JPG,,NO,18729_202210192120.JPG,10/19/2022 21:21
16151,"PLATE, BENT",Uploaded document,BCRTC,PP,,,18730_202210192120.JPG,,NO,18730_202210192120.JPG,10/19/2022 21:21
16152,"PLATE, BENT",Uploaded document,BCRTC,PP,,,18731_202210192120.JPG,,NO,18731_202210192120.JPG,10/19/2022 21:21
16153,"PLATE, WEAR",Uploaded document,BCRTC,PP,,,18732_202210192120.JPG,,NO,18732_202210192120.JPG,10/19/2022 21:21
16154,"11-08B INSULATION, UNDERFRAME, TYP 700-800- 1",Uploaded document,BCRTC,,000,10/19/2022,"11-08B INSULATION, UNDERFRAME, TYP 700-800- 1_20221228133818.pdf",,NO,"11-08B INSULATION, UNDERFRAME, TYP 700-800- 1_20221228133818.pdf",12/28/2022 0:00
16155,"SHIM, 2mm",Uploaded document,BCRTC,PP,,,18733_202210192120.JPG,,NO,18733_202210192120.JPG,10/19/2022 21:21
16156,"SHIM, 2mm",Uploaded document,BCRTC,PP,,,18734_202210192120.JPG,,NO,18734_202210192120.JPG,10/19/2022 21:21
16157,"SHIM, 4mm",Uploaded document,BCRTC,PP,,,18735_202210192120.JPG,,NO,18735_202210192120.JPG,10/19/2022 21:21
16158,PLATE,Uploaded document,BCRTC,PP,,,18736_202210192120.jpg,,NO,18736_202210192120.jpg,10/19/2022 21:21
16159,"BRACKET, ANTI ROTATION LH",Uploaded document,BCRTC,PP,,,18737_202210192120.JPG,,NO,18737_202210192120.JPG,10/19/2022 21:21
1616,Kone Ticket # 15021799_202206151959.pdf,Uploaded document,BCRTC,,,,Kone Ticket # 15021799_202206151959.pdf,,NO,Kone Ticket # 15021799_202206151959.pdf,6/15/2022 19:59
16160,"BRACKET, ANTI ROTATION RH",Uploaded document,BCRTC,PP,,,18738_202210192120.JPG,,NO,18738_202210192120.JPG,10/19/2022 21:21
16161,"SHIM, 4mm",Uploaded document,BCRTC,PP,,,18739_202210192120.JPG,,NO,18739_202210192120.JPG,10/19/2022 21:21
16162,"BRACKET, ANTI-ROTATION BR.TACH TYPE #1",Uploaded document,BCRTC,PP,,,18740_202210192120.JPG,,NO,18740_202210192120.JPG,10/19/2022 21:21
16163,"CLEAT, CABLE",Uploaded document,BCRTC,PP,,,18741_202210192120.JPG,,NO,18741_202210192120.JPG,10/19/2022 21:21
16164,"BRACKET, LIM SUPPORT",Uploaded document,BCRTC,PP,,,18744_202210192120.JPG,,NO,18744_202210192120.JPG,10/19/2022 21:21
16165,"LEVER, SHORT",Uploaded document,BCRTC,PP,,,18745_202210192120.JPG,,NO,18745_202210192120.JPG,10/19/2022 21:21
16166,"CABLE, GROUND",Uploaded document,BCRTC,PP,,,18746_202210192120.JPG,,NO,18746_202210192120.JPG,10/19/2022 21:21
16167,"PIN, LIFTING",Uploaded document,BCRTC,PP,,,18748_202210192120.JPG,,NO,18748_202210192120.JPG,10/19/2022 21:21
16168,"SCREW, CAP SCREW, , ALLOY STEEL 10.9, ZINC, , , M16 - 2 X 170MM, UNC, , , , DIN",Uploaded document,BCRTC,PP,,,18749_202210192120.JPG,,NO,18749_202210192120.JPG,10/19/2022 21:21
16169,PLATE,Uploaded document,BCRTC,PP,,,18750_202210192120.JPG,,NO,18750_202210192120.JPG,10/19/2022 21:21
